gene_id	Heart_P3_1	Heart_P3_2	Heart_P3_3	Heart_P3_4	Heart_P63_1	Heart_P63_2	Heart_P63_3	Heart_P63_4
ENSMUSG00000029594	348	397	358	503	340	209	221	345
ENSMUSG00000029595	0	0	0	0	0	0	0	0
ENSMUSG00000029596	197	236	225	229	203	113	211	191
ENSMUSG00000029597	0	1	1	0	86	46	11	8
ENSMUSG00000029598	1202	1524	1202	1793	1860	997	1472	1680
ENSMUSG00000029599	1069	1142	892	1356	1081	638	772	1060
ENSMUSG00000029600	214	211	186	251	337	154	299	349
ENSMUSG00000029601	11	7	9	7	4	2	4	2
ENSMUSG00000029602	4	4	2	5	5	1	2	4
ENSMUSG00000029603	40	17	21	25	65	35	51	59
ENSMUSG00000029607	3	13	6	16	3	2	0	2
ENSMUSG00000029608	0	0	0	0	1	4	3	1
ENSMUSG00000029610	512	551	489	661	516	315	393	543
ENSMUSG00000029613	905	1028	857	1223	1193	715	928	1289
ENSMUSG00000029614	2180	2323	2011	2558	1597	954	1306	1629
ENSMUSG00000029616	1669	1745	1649	1971	1488	873	1044	1356
ENSMUSG00000029617	1070	1188	1059	1243	982	533	677	997
ENSMUSG00000029618	0	0	0	0	0	0	0	0
ENSMUSG00000029620	0	0	0	0	0	0	0	0
ENSMUSG00000029621	1543	1678	1478	1964	1714	947	1138	1617
ENSMUSG00000029622	1686	1903	1484	2586	1698	1058	966	1275
ENSMUSG00000029623	2020	2114	1861	2309	1565	1003	1188	1580
ENSMUSG00000029624	761	726	663	988	1075	449	767	909
ENSMUSG00000029625	423	414	351	593	330	179	275	280
ENSMUSG00000029627	114	131	108	160	210	93	163	146
ENSMUSG00000029629	1441	1662	1413	1677	1368	821	910	1299
ENSMUSG00000029630	0	0	0	0	0	0	0	0
ENSMUSG00000029632	8950	10869	9966	10685	21167	11498	20451	24329
ENSMUSG00000029633	11	12	11	10	24	3	14	19
ENSMUSG00000029634	1501	1839	1483	2074	2205	1229	1426	2013
ENSMUSG00000029635	779	850	754	923	692	420	398	724
ENSMUSG00000029636	41	30	25	59	85	42	30	45
ENSMUSG00000029638	48	57	39	66	25	21	13	35
ENSMUSG00000029640	786	1004	759	1053	1186	614	612	848
ENSMUSG00000029641	72	78	44	81	38	17	27	36
ENSMUSG00000029642	579	811	599	759	1102	578	825	1047
ENSMUSG00000029644	0	0	0	0	0	0	0	0
ENSMUSG00000029646	0	0	0	0	0	0	0	0
ENSMUSG00000029647	1707	1991	1611	2004	1603	936	1004	1143
ENSMUSG00000029648	2474	3019	2554	3021	6675	3172	5134	5167
ENSMUSG00000029649	1447	1687	1580	1595	2061	1253	1846	2349
ENSMUSG00000029650	68	126	89	87	625	283	442	484
ENSMUSG00000029651	5080	5837	5241	6463	8568	3516	4481	6200
ENSMUSG00000029655	1679	1829	1597	1797	1830	1087	952	1470
ENSMUSG00000029656	0	0	0	0	0	0	0	0
ENSMUSG00000029657	756	789	726	762	5291	1585	1847	2622
ENSMUSG00000029658	3	6	5	3	1	2	2	0
ENSMUSG00000029659	256	353	268	334	925	565	508	610
ENSMUSG00000029660	8	6	4	9	0	0	0	0
ENSMUSG00000029661	36553	36140	28188	46901	13332	10377	4327	6124
ENSMUSG00000029663	0	0	0	2	0	0	0	0
ENSMUSG00000029664	72	83	71	71	50	42	25	51
ENSMUSG00000029669	1503	1926	1805	1807	2060	1300	1427	1923
ENSMUSG00000029670	497	562	480	583	516	289	344	428
ENSMUSG00000029671	33	49	31	36	7	9	0	1
ENSMUSG00000029672	964	1027	891	1020	818	603	507	847
ENSMUSG00000029673	1173	1280	988	1413	1416	721	670	1074
ENSMUSG00000029674	476	523	419	726	300	194	168	199
ENSMUSG00000029675	20875	22623	18480	35338	1098	1234	417	485
ENSMUSG00000029676	611	728	679	665	642	377	375	469
ENSMUSG00000029678	0	0	0	0	1	0	0	0
ENSMUSG00000029679	1	0	1	0	0	0	0	0
ENSMUSG00000029680	0	0	0	0	0	0	0	0
ENSMUSG00000029681	550	572	444	633	924	499	895	1085
ENSMUSG00000029682	0	0	0	0	1	0	0	0
ENSMUSG00000029683	3054	3715	3371	3360	21330	11756	21689	22581
ENSMUSG00000029684	1745	2104	1691	2059	1948	1258	1064	1577
ENSMUSG00000029685	208	311	273	303	3845	2400	2897	3864
ENSMUSG00000029686	3455	4147	3375	4186	3724	2296	2419	3493
ENSMUSG00000029687	1601	1701	1648	1656	353	217	191	295
ENSMUSG00000029695	17	11	8	6	59	23	29	98
ENSMUSG00000029697	0	0	0	0	0	0	0	0
ENSMUSG00000029699	21	17	11	13	28	13	13	9
ENSMUSG00000029700	6	6	4	3	13	6	0	28
ENSMUSG00000029701	1729	1963	1701	2068	1347	882	880	1216
ENSMUSG00000029703	349	438	327	506	244	118	222	163
ENSMUSG00000029705	3876	4524	3979	5144	4478	2484	2822	3462
ENSMUSG00000029706	0	0	0	0	0	0	0	0
ENSMUSG00000029707	1	0	0	0	1	0	2	0
ENSMUSG00000029708	403	459	329	496	513	303	328	411
ENSMUSG00000029710	3353	3684	2885	4647	2666	1387	1582	1935
ENSMUSG00000029711	0	0	0	1	0	0	0	0
ENSMUSG00000029712	1	0	1	0	0	0	1	0
ENSMUSG00000029713	4239	4671	3958	5533	3492	1725	2418	3283
ENSMUSG00000029714	1722	2066	1673	2457	1883	1013	1280	1732
ENSMUSG00000029715	209	256	198	242	158	101	129	204
ENSMUSG00000029716	2	0	1	0	0	0	2	1
ENSMUSG00000029718	2723	2744	2527	3550	2838	1731	1286	1469
ENSMUSG00000029720	27	19	22	11	22	8	25	24
ENSMUSG00000029722	576	645	614	674	534	263	416	432
ENSMUSG00000029723	3006	3429	2858	3869	5512	3302	3985	6306
ENSMUSG00000029725	146	137	95	72	57	53	73	112
ENSMUSG00000029726	751	811	641	865	981	543	715	1067
ENSMUSG00000029727	4	2	0	1	2	6	6	2
ENSMUSG00000029729	1520	1729	1482	1761	1530	710	766	1198
ENSMUSG00000029730	1694	1828	1743	2064	352	195	240	275
ENSMUSG00000029735	203	237	191	251	147	88	67	136
ENSMUSG00000029736	1	0	1	0	0	0	1	0
ENSMUSG00000029752	164	168	159	168	88	59	43	55
ENSMUSG00000029754	5	6	3	3	4	4	3	0
ENSMUSG00000029755	15	34	22	16	18	7	12	10
ENSMUSG00000029757	42	24	28	28	7	6	6	5
ENSMUSG00000029759	844	891	820	1048	1022	500	576	863
ENSMUSG00000029761	5087	5925	4938	6505	3398	2448	1914	2387
ENSMUSG00000029762	201	217	190	337	159	141	100	196
ENSMUSG00000029763	1980	2198	2028	2681	2392	1426	1414	1934
ENSMUSG00000029765	1975	1828	1836	3183	1944	1104	1060	1204
ENSMUSG00000029766	0	0	0	0	0	0	0	0
ENSMUSG00000029767	15704	17215	16297	18949	15811	8986	9540	12873
ENSMUSG00000029769	608	628	535	889	115	87	62	86
ENSMUSG00000029771	76	97	61	110	185	101	121	144
ENSMUSG00000029772	627	686	575	709	1124	585	639	929
ENSMUSG00000029775	3458	3977	3536	4385	3238	1598	1792	2764
ENSMUSG00000029776	3397	4563	4340	4071	9957	5405	7943	10346
ENSMUSG00000029777	3652	3903	3934	4119	2449	1393	1620	2382
ENSMUSG00000029778	177	179	135	176	473	322	243	271
ENSMUSG00000029780	1275	1535	1502	1791	2633	1489	1979	2788
ENSMUSG00000029781	5696	5662	5204	7265	5859	3263	3959	4839
ENSMUSG00000029782	758	891	742	1028	548	344	320	465
ENSMUSG00000029784	1	0	3	2	4	1	1	0
ENSMUSG00000029787	652	809	646	779	619	329	365	458
ENSMUSG00000029788	7	14	10	13	0	1	0	0
ENSMUSG00000029790	266	259	269	296	114	63	64	98
ENSMUSG00000029797	44	52	40	67	59	31	32	47
ENSMUSG00000029798	222	209	224	237	308	157	149	166
ENSMUSG00000029802	1289	1638	1447	1620	1067	611	699	866
ENSMUSG00000029804	3221	3753	3593	3966	2349	1412	1510	3148
ENSMUSG00000029810	1527	1421	1257	2030	1471	749	718	1087
ENSMUSG00000029811	3	1	0	0	0	1	2	0
ENSMUSG00000029813	1	0	0	0	2	4	0	2
ENSMUSG00000029814	1008	1130	975	1337	15	6	1	1
ENSMUSG00000029815	289	321	324	265	429	297	365	441
ENSMUSG00000029816	23	61	15	106	30	19	37	45
ENSMUSG00000029817	2157	2461	2218	1938	1961	1136	1143	1576
ENSMUSG00000029819	29	18	3	21	6	4	0	3
ENSMUSG00000029821	15	16	16	20	20	16	7	16
ENSMUSG00000029822	1612	1994	1813	2237	2076	1134	1496	1472
ENSMUSG00000029823	6958	9288	7690	7622	9016	6156	6236	9231
ENSMUSG00000029826	756	930	727	920	1167	568	600	701
ENSMUSG00000029828	25	23	25	41	18	13	13	20
ENSMUSG00000029829	9	3	0	1	0	0	0	0
ENSMUSG00000029830	18	11	9	13	23	11	10	10
ENSMUSG00000029831	1	0	0	2	1	0	0	0
ENSMUSG00000029832	146	140	88	166	5	7	6	8
ENSMUSG00000029833	1789	2469	1834	2419	1814	919	781	1282
ENSMUSG00000029836	641	796	806	739	297	264	199	325
ENSMUSG00000029838	1923	2043	1616	2667	145	180	39	41
ENSMUSG00000029840	3328	3854	3268	3553	2835	1911	1563	2231
ENSMUSG00000029843	9	4	5	9	20	10	9	9
ENSMUSG00000029844	15	15	13	9	6	6	7	7
ENSMUSG00000029847	11	23	17	31	10	2	4	3
ENSMUSG00000029848	0	0	1	0	0	0	0	0
ENSMUSG00000029851	225	223	250	294	173	109	105	98
ENSMUSG00000029859	78	47	34	80	20	14	12	19
ENSMUSG00000029860	3489	3830	3077	4520	2251	1134	1521	1838
ENSMUSG00000029861	65	77	68	102	79	32	22	37
ENSMUSG00000029862	111	93	115	162	381	220	347	349
ENSMUSG00000029863	1273	1267	1120	1556	635	321	338	406
ENSMUSG00000029864	233	196	211	245	1777	679	1410	1823
ENSMUSG00000029865	0	0	0	0	0	0	0	0
ENSMUSG00000029866	4	4	6	7	1	0	3	15
ENSMUSG00000029867	0	0	0	0	0	0	0	0
ENSMUSG00000029868	7	1	2	0	1	1	0	0
ENSMUSG00000029869	104	72	55	168	88	59	52	86
ENSMUSG00000029875	21	26	13	22	51	17	19	34
ENSMUSG00000029878	1	0	2	0	1	1	0	0
ENSMUSG00000029882	0	0	0	0	0	0	0	0
ENSMUSG00000029883	0	0	0	0	0	0	0	0
ENSMUSG00000029885	0	0	0	0	0	0	0	0
ENSMUSG00000029909	0	0	0	0	0	0	0	0
ENSMUSG00000029910	914	928	978	884	164	102	104	108
ENSMUSG00000029911	782	937	802	847	823	608	637	905
ENSMUSG00000029913	393	550	415	530	323	164	199	352
ENSMUSG00000029915	15	17	7	8	61	52	27	62
ENSMUSG00000029916	351	438	411	491	345	188	214	310
ENSMUSG00000029917	0	2	0	2	0	0	0	0
ENSMUSG00000029918	224	256	221	260	365	228	287	381
ENSMUSG00000029919	81	81	61	99	78	124	62	131
ENSMUSG00000029920	1301	1601	1383	1531	866	543	459	613
ENSMUSG00000029922	808	907	728	1119	1162	930	1602	4176
ENSMUSG00000029923	5	4	6	8	5	9	7	7
ENSMUSG00000029924	1044	1277	1003	1365	923	538	528	695
ENSMUSG00000029925	45	40	31	61	104	77	91	61
ENSMUSG00000029992	1475	1606	1410	1655	1596	959	828	1250
ENSMUSG00000029993	963	1140	930	1214	1270	743	979	1261
ENSMUSG00000029994	767	981	704	978	896	616	632	803
ENSMUSG00000029998	2299	2409	2081	2959	4203	2336	3070	3998
ENSMUSG00000029999	174	190	156	249	98	41	46	68
ENSMUSG00000030000	44	25	24	56	6	6	1	11
ENSMUSG00000030001	0	0	0	0	0	0	0	0
ENSMUSG00000030002	4385	5105	4001	4842	4165	2409	2465	3436
ENSMUSG00000030004	2	1	0	0	10	2	2	32
ENSMUSG00000030007	3895	4355	3929	4354	4489	2318	2843	4180
ENSMUSG00000030008	268	305	267	276	255	113	160	238
ENSMUSG00000030016	3150	3707	3290	3311	3081	1603	1600	2229
ENSMUSG00000030017	43	0	0	0	0	0	0	0
ENSMUSG00000030019	627	706	539	588	546	402	319	557
ENSMUSG00000030020	662	643	567	885	648	345	301	325
ENSMUSG00000030022	2421	2876	2231	3259	988	584	448	682
ENSMUSG00000030029	1352	1483	1212	1806	2734	1249	1146	1892
ENSMUSG00000030030	4	2	2	8	6	1	6	4
ENSMUSG00000030031	29	23	24	22	57	56	36	79
ENSMUSG00000030032	33	39	44	51	35	18	18	33
ENSMUSG00000030034	194	203	187	190	107	90	120	202
ENSMUSG00000030035	1229	1297	1085	1556	1304	655	1058	1406
ENSMUSG00000030036	670	594	550	722	462	295	316	468
ENSMUSG00000030037	0	0	0	0	0	0	0	0
ENSMUSG00000030041	8	8	3	5	2	2	1	3
ENSMUSG00000030042	938	1050	987	966	943	626	738	1005
ENSMUSG00000030043	7	1	0	2	1	0	0	0
ENSMUSG00000030045	952	1029	942	1019	1154	676	813	1087
ENSMUSG00000030046	980	174	562	961	1216	924	16	16
ENSMUSG00000030047	179	235	167	249	218	98	117	104
ENSMUSG00000030048	9	19	9	10	26	16	17	7
ENSMUSG00000030049	0	0	0	0	1	0	0	0
ENSMUSG00000030050	0	1	1	0	0	0	0	0
ENSMUSG00000030051	154	167	141	158	108	82	60	102
ENSMUSG00000030054	8	6	4	11	18	21	78	21
ENSMUSG00000030055	749	869	625	1017	826	438	480	588
ENSMUSG00000030056	513	559	446	579	564	349	337	555
ENSMUSG00000030057	6830	8100	7211	7544	10721	6578	7855	11129
ENSMUSG00000030058	3865	3942	3558	5069	2673	1636	1702	2318
ENSMUSG00000030059	964	1075	990	1191	1303	732	667	989
ENSMUSG00000030060	307	341	278	345	221	137	148	218
ENSMUSG00000030061	2631	3556	3133	3238	2790	1709	1778	2868
ENSMUSG00000030062	2952	3163	2806	3232	2750	1651	1929	2557
ENSMUSG00000030064	998	984	841	1215	844	574	496	616
ENSMUSG00000030067	1847	2006	1698	2639	1137	669	671	856
ENSMUSG00000030068	0	1	2	1	0	0	0	0
ENSMUSG00000030069	0	1	1	1	0	0	0	0
ENSMUSG00000030074	150	162	107	208	106	70	47	51
ENSMUSG00000030075	5	7	5	8	7	3	5	4
ENSMUSG00000030077	30	10	6	13	109	109	66	152
ENSMUSG00000030079	374	419	360	456	292	172	220	316
ENSMUSG00000030082	3217	3174	2691	3945	1932	1067	1102	1441
ENSMUSG00000030083	397	465	374	669	589	317	572	571
ENSMUSG00000030084	2682	2871	2139	3504	2565	1363	1189	1656
ENSMUSG00000030086	218	243	228	259	148	114	105	184
ENSMUSG00000030087	214	278	300	471	3051	690	1960	1540
ENSMUSG00000030088	45	61	44	67	297	54	125	194
ENSMUSG00000030089	427	519	373	632	1875	813	945	1793
ENSMUSG00000030091	716	813	727	963	269	145	160	192
ENSMUSG00000030092	4	5	3	6	8	1	2	0
ENSMUSG00000030093	9	2	1	1	0	0	0	0
ENSMUSG00000030094	622	701	485	750	693	418	469	619
ENSMUSG00000030095	828	929	711	1102	1255	583	729	946
ENSMUSG00000030096	5922	7069	4971	7936	5999	3153	3543	5445
ENSMUSG00000030098	1828	1845	1648	1914	1002	779	626	1309
ENSMUSG00000030101	780	904	837	958	708	484	471	699
ENSMUSG00000030102	2733	2851	2591	4045	3349	1911	1587	2047
ENSMUSG00000030103	1155	2005	1325	968	3099	1518	1633	2834
ENSMUSG00000030104	1015	1103	956	980	1042	680	532	691
ENSMUSG00000030105	2463	3040	2658	2965	3700	2111	2723	3867
ENSMUSG00000030107	22	10	12	11	69	46	64	43
ENSMUSG00000030108	60	98	82	94	8	5	2	12
ENSMUSG00000030109	1	0	1	1	3	1	0	1
ENSMUSG00000030110	101	84	85	64	303	184	242	264
ENSMUSG00000030111	188	147	145	170	34	32	30	46
ENSMUSG00000030114	1	1	3	2	1	1	3	3
ENSMUSG00000030116	1140	1203	920	1229	1226	807	310	331
ENSMUSG00000030117	1	1	1	4	1	0	2	0
ENSMUSG00000030120	3402	3815	3259	4409	3831	2020	2817	3765
ENSMUSG00000030122	6407	6027	5223	7151	3182	1902	1565	1825
ENSMUSG00000030123	7685	8683	6960	10686	6454	3641	3418	4965
ENSMUSG00000030124	37	24	34	39	21	12	4	19
ENSMUSG00000030125	40	5	1	6	21	14	25	17
ENSMUSG00000030126	979	1091	903	1256	1895	918	1195	1377
ENSMUSG00000030127	1895	2235	1705	2672	2829	1388	2020	2706
ENSMUSG00000030131	0	0	0	0	0	0	0	0
ENSMUSG00000030134	57	12	13	24	18	6	14	13
ENSMUSG00000030137	249	226	323	241	4019	2493	3484	5955
ENSMUSG00000030138	1479	1663	1348	1891	1629	1028	1033	1446
ENSMUSG00000030142	5	3	7	10	2	7	2	7
ENSMUSG00000030143	0	0	0	0	0	0	0	0
ENSMUSG00000030144	12	27	3	17	6	7	6	7
ENSMUSG00000030145	175	164	160	172	149	84	66	104
ENSMUSG00000030147	0	1	0	0	7	9	10	11
ENSMUSG00000030148	38	37	28	38	62	66	39	66
ENSMUSG00000030149	2	0	0	3	10	5	7	12
ENSMUSG00000030154	3	0	3	4	3	1	0	0
ENSMUSG00000030155	0	0	2	1	5	3	8	26
ENSMUSG00000030156	2	1	0	0	4	6	11	20
ENSMUSG00000030157	247	223	160	209	653	427	644	721
ENSMUSG00000030158	2	8	1	2	1	0	0	3
ENSMUSG00000030159	9	20	11	22	37	30	60	28
ENSMUSG00000030160	7	17	5	4	12	8	0	15
ENSMUSG00000030161	926	899	899	1402	3240	1488	2505	2628
ENSMUSG00000030162	22	5	15	9	4	3	5	8
ENSMUSG00000030165	1	2	0	0	7	11	10	5
ENSMUSG00000030166	319	321	284	375	287	150	182	246
ENSMUSG00000030167	0	0	0	0	0	1	2	0
ENSMUSG00000030168	2879	3673	2676	4019	4405	2240	3030	4128
ENSMUSG00000030170	159	176	163	187	129	64	77	59
ENSMUSG00000030172	2255	3027	2382	3146	2574	1549	2033	3303
ENSMUSG00000030173	1	0	1	0	3	7	2	0
ENSMUSG00000030177	648	611	653	784	402	221	229	338
ENSMUSG00000030180	2377	2608	2252	3131	2598	1506	1186	1830
ENSMUSG00000030187	12	11	6	5	12	8	6	5
ENSMUSG00000030188	182	217	235	206	133	91	103	155
ENSMUSG00000030189	4155	4724	3939	5324	4379	2454	3258	4985
ENSMUSG00000030194	0	0	0	0	0	0	0	0
ENSMUSG00000030196	0	0	0	0	0	0	0	0
ENSMUSG00000030199	1077	1250	1046	1460	970	569	482	740
ENSMUSG00000030200	2	1	1	0	2	0	0	1
ENSMUSG00000030201	3403	3493	3060	3811	4983	2637	2527	3139
ENSMUSG00000030203	1399	1792	1302	1499	1722	706	958	1072
ENSMUSG00000030204	1113	1316	1094	1375	1081	709	756	1062
ENSMUSG00000030205	1	1	2	4	0	0	1	2
ENSMUSG00000030206	25	7	18	27	5	7	0	2
ENSMUSG00000030207	331	270	258	386	302	173	181	228
ENSMUSG00000030208	7248	8754	7417	8293	4018	2977	1480	1844
ENSMUSG00000030209	2	3	2	3	0	2	0	0
ENSMUSG00000030213	4319	4771	4292	6144	5519	2912	2749	4509
ENSMUSG00000030214	271	416	325	400	852	597	650	938
ENSMUSG00000030216	1749	1999	1583	2144	1518	828	1089	1513
ENSMUSG00000030217	170	135	159	296	136	91	97	188
ENSMUSG00000030218	1951	1727	1300	2300	5662	3743	2478	3332
ENSMUSG00000030219	4	2	2	0	5	1	1	2
ENSMUSG00000030220	522	433	406	573	624	396	381	442
ENSMUSG00000030222	89	100	69	111	79	59	51	37
ENSMUSG00000030223	73	77	66	74	169	123	108	168
ENSMUSG00000030224	3399	4141	3723	3714	4017	2649	2702	4235
ENSMUSG00000030225	591	463	580	693	174	122	138	164
ENSMUSG00000030226	12	10	5	11	7	4	0	3
ENSMUSG00000030228	14	2	5	7	13	5	7	18
ENSMUSG00000030230	1	2	0	0	0	0	3	2
ENSMUSG00000030231	1145	1248	1021	1471	1210	601	755	904
ENSMUSG00000030232	1843	2029	1777	1778	1929	1248	1114	1692
ENSMUSG00000030235	36	36	38	40	30	14	7	8
ENSMUSG00000030236	1	1	1	1	1	1	1	2
ENSMUSG00000030237	12	0	9	10	34	37	15	11
ENSMUSG00000030243	618	657	602	600	473	277	278	363
ENSMUSG00000030244	0	0	0	0	3	2	1	3
ENSMUSG00000030245	1108	1171	1076	1120	863	545	529	747
ENSMUSG00000030246	12836	15543	14790	16666	31852	15378	30020	38713
ENSMUSG00000030247	484	646	506	663	1344	695	879	1072
ENSMUSG00000030249	13956	17901	14139	20174	23560	9760	8944	23800
ENSMUSG00000030254	335	323	334	302	63	37	26	47
ENSMUSG00000030255	5694	6928	6352	7296	12866	7604	5662	11267
ENSMUSG00000030256	376	542	454	399	1037	736	1234	1362
ENSMUSG00000030257	224	269	201	304	160	79	48	56
ENSMUSG00000030259	2284	2484	2064	2968	2052	1137	1198	1895
ENSMUSG00000030263	66	87	40	73	145	98	109	138
ENSMUSG00000030264	667	822	652	724	747	457	478	666
ENSMUSG00000030265	1834	1978	1673	1649	2091	1339	1070	1609
ENSMUSG00000030268	102	118	111	114	66	47	53	85
ENSMUSG00000030269	453	465	451	683	722	365	458	614
ENSMUSG00000030270	1	4	0	2	2	1	0	0
ENSMUSG00000030271	133	150	142	180	140	102	128	148
ENSMUSG00000030272	1705	2021	1857	2040	2331	1501	1730	2627
ENSMUSG00000030275	2880	3296	2702	3197	3158	2123	1845	2667
ENSMUSG00000030276	70	66	43	70	59	31	44	42
ENSMUSG00000030278	0	0	0	8	121	87	54	28
ENSMUSG00000030279	929	993	803	1065	1031	615	729	965
ENSMUSG00000030281	169	156	126	160	234	115	134	163
ENSMUSG00000030282	1001	1092	966	1103	980	642	681	990
ENSMUSG00000030283	89	50	67	102	41	24	9	52
ENSMUSG00000030284	736	822	694	1068	1253	663	884	1219
ENSMUSG00000030286	1595	1778	1514	2017	2484	1389	1667	2326
ENSMUSG00000030287	1564	1736	1466	2382	2446	1278	1334	2354
ENSMUSG00000030291	718	719	723	780	739	448	552	724
ENSMUSG00000030292	3	3	2	5	3	1	6	5
ENSMUSG00000030298	1914	1991	1839	2338	1823	954	1305	1622
ENSMUSG00000030301	454	526	403	550	627	374	446	583
ENSMUSG00000030302	50	44	62	114	189	91	285	493
ENSMUSG00000030303	1	3	2	6	1	0	0	0
ENSMUSG00000030304	1931	2199	2050	2107	1840	1128	1176	1740
ENSMUSG00000030306	1413	1937	1189	1930	8241	4068	5676	6749
ENSMUSG00000030307	1	0	5	0	3	5	0	0
ENSMUSG00000030309	556	674	586	651	295	180	202	352
ENSMUSG00000030310	1	1	1	1	2	0	2	4
ENSMUSG00000030313	1473	1955	1558	2043	1614	879	779	1021
ENSMUSG00000030314	475	531	462	748	467	244	321	431
ENSMUSG00000030315	843	955	770	1172	955	503	419	588
ENSMUSG00000030316	269	318	295	320	206	110	180	202
ENSMUSG00000030317	124	131	98	184	543	261	1124	710
ENSMUSG00000030319	3171	3792	3283	4133	4857	2781	3628	5261
ENSMUSG00000030321	20	17	16	21	20	9	7	10
ENSMUSG00000030322	335	359	337	367	201	105	86	99
ENSMUSG00000030323	719	793	675	859	456	359	229	336
ENSMUSG00000030324	12	12	15	11	4	2	4	6
ENSMUSG00000030325	0	3	1	1	2	7	12	8
ENSMUSG00000030327	914	1086	997	1072	796	540	518	778
ENSMUSG00000030329	140	301	130	178	208	117	141	298
ENSMUSG00000030330	1218	1429	1191	1686	1084	607	800	965
ENSMUSG00000030335	1562	1830	1681	1631	3024	1566	2442	3385
ENSMUSG00000030336	7	3	4	8	5	10	6	10
ENSMUSG00000030337	600	681	557	787	474	305	345	494
ENSMUSG00000030339	1151	1194	1093	1620	1076	561	696	859
ENSMUSG00000030340	140	40	31	93	38	40	24	33
ENSMUSG00000030341	1331	1367	1004	1648	1548	810	838	1145
ENSMUSG00000030342	1160	1181	1079	1394	1320	988	834	693
ENSMUSG00000030344	1	0	1	0	0	0	6	0
ENSMUSG00000030345	0	0	1	2	0	1	1	2
ENSMUSG00000030346	339	398	403	368	142	96	76	103
ENSMUSG00000030347	251	254	280	306	350	206	224	287
ENSMUSG00000030350	1	5	0	2	0	0	1	1
ENSMUSG00000030351	83	94	63	106	75	41	36	45
ENSMUSG00000030352	3672	4292	3953	5337	3053	1947	2198	2817
ENSMUSG00000030353	181	190	168	260	176	71	100	100
ENSMUSG00000030357	4253	4948	3972	4675	10430	5834	7796	11138
ENSMUSG00000030359	14	3	10	13	52	10	10	76
ENSMUSG00000030361	0	0	0	0	0	1	4	1
ENSMUSG00000030363	0	0	0	0	0	0	0	0
ENSMUSG00000030364	1	1	0	1	1	0	0	3
ENSMUSG00000030365	2	3	5	0	15	17	11	31
ENSMUSG00000030366	0	0	0	0	0	0	0	0
ENSMUSG00000030368	0	0	0	0	0	0	0	0
ENSMUSG00000030373	0	0	0	0	0	0	0	0
ENSMUSG00000030374	2891	3212	2666	3726	2737	1398	1742	2439
ENSMUSG00000030376	107	114	102	152	47	37	24	51
ENSMUSG00000030378	0	0	0	1	0	0	0	0
ENSMUSG00000030380	69	63	52	76	35	20	21	23
ENSMUSG00000030382	2	1	0	1	4	1	7	6
ENSMUSG00000030385	0	0	0	1	0	0	0	0
ENSMUSG00000030386	856	1073	992	926	824	525	449	784
ENSMUSG00000030393	256	291	312	329	155	90	61	129
ENSMUSG00000030397	676	744	519	691	587	291	391	591
ENSMUSG00000030399	29975	37529	35078	41035	55789	30914	54098	67466
ENSMUSG00000030400	471	490	467	623	651	286	420	540
ENSMUSG00000030401	508	677	491	819	2166	965	1969	2634
ENSMUSG00000030402	5	0	1	2	4	2	2	7
ENSMUSG00000030403	2289	2571	2260	2674	1284	783	674	1183
ENSMUSG00000030406	187	175	89	179	8	9	5	7
ENSMUSG00000030407	253	258	232	265	246	112	98	176
ENSMUSG00000030409	4500	4732	4675	4325	18755	9688	15031	24103
ENSMUSG00000030410	1313	1504	1110	1700	1629	692	1054	1519
ENSMUSG00000030411	376	535	342	457	483	233	304	303
ENSMUSG00000030413	29	7	5	15	3	4	9	18
ENSMUSG00000030417	572	692	525	676	537	296	468	638
ENSMUSG00000030421	1670	1911	1654	2024	904	649	612	1183
ENSMUSG00000030423	356	420	368	592	367	148	290	240
ENSMUSG00000030427	10	9	8	15	26	22	15	31
ENSMUSG00000030428	34	24	25	53	38	23	33	46
ENSMUSG00000030431	20	29	35	14	17	22	17	21
ENSMUSG00000030432	160	135	148	181	134	72	98	137
ENSMUSG00000030433	719	138	440	1142	670	421	319	660
ENSMUSG00000030435	2494	2671	2272	2914	1878	1135	1236	1761
ENSMUSG00000030443	67	77	58	71	81	27	33	55
ENSMUSG00000030446	81	76	72	103	59	61	34	55
ENSMUSG00000030447	1981	2261	1981	2684	2100	1201	1300	1703
ENSMUSG00000030450	0	0	0	0	1	0	1	0
ENSMUSG00000030451	3088	3369	2837	4844	4930	2244	2912	3289
ENSMUSG00000030452	1271	1490	1381	1420	1578	954	1088	1619
ENSMUSG00000030463	0	0	1	0	0	0	0	0
ENSMUSG00000030465	2017	1618	1585	2411	3019	1567	1366	2130
ENSMUSG00000030468	9	7	4	4	14	18	7	38
ENSMUSG00000030469	279	311	260	291	317	183	166	230
ENSMUSG00000030470	11433	12039	10877	16022	28557	17246	28331	38423
ENSMUSG00000030471	787	817	772	916	556	350	326	521
ENSMUSG00000030472	0	0	1	0	0	0	0	0
ENSMUSG00000030474	6	5	3	13	20	13	12	3
ENSMUSG00000030483	6	1	2	0	8	7	185	29
ENSMUSG00000030484	0	0	0	0	0	0	0	0
ENSMUSG00000030486	47	50	39	63	64	29	21	42
ENSMUSG00000030491	56	51	43	62	11	7	3	7
ENSMUSG00000030492	8	9	2	8	9	4	1	10
ENSMUSG00000030493	143	131	149	190	54	21	47	42
ENSMUSG00000030494	245	246	223	355	316	195	198	291
ENSMUSG00000030495	40	8	5	18	22	15	13	1
